Java HotSpot(TM) 64-Bit Server VM (25.131-b11) for windows-amd64 JRE (1.8.0_131-b11), built on Mar 15 2017 01:23:53 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 8342580k(2180140k free), swap 10043876k(2216296k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC -XX:+UseParallelOldGC 
2017-11-18T17:26:44.896+0300: 9.420: [GC (Allocation Failure) [PSYoungGen: 169728K->1792K(171520K)] 316711K->150487K(521216K), 0.0248081 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:44.989+0300: 9.513: [GC (Allocation Failure) [PSYoungGen: 170240K->1824K(171520K)] 318935K->152223K(521216K), 0.0258389 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:45.084+0300: 9.609: [GC (Allocation Failure) [PSYoungGen: 170272K->1792K(171520K)] 320671K->153911K(521216K), 0.0255280 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:45.178+0300: 9.703: [GC (Allocation Failure) [PSYoungGen: 170240K->1824K(171520K)] 322359K->155655K(521216K), 0.0251555 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:45.272+0300: 9.796: [GC (Allocation Failure) [PSYoungGen: 170272K->1824K(172032K)] 324103K->157367K(521728K), 0.0263693 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:45.372+0300: 9.896: [GC (Allocation Failure) [PSYoungGen: 170784K->1792K(171520K)] 326327K->159047K(521216K), 0.0243656 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:45.466+0300: 9.990: [GC (Allocation Failure) [PSYoungGen: 170752K->1824K(172032K)] 328007K->160775K(521728K), 0.0257671 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2017-11-18T17:26:45.559+0300: 10.084: [GC (Allocation Failure) [PSYoungGen: 171296K->1824K(172032K)] 330247K->162511K(521728K), 0.0264143 secs] [Times: user=0.11 sys=0.02, real=0.03 secs] 
2017-11-18T17:26:45.652+0300: 10.176: [GC (Allocation Failure) [PSYoungGen: 171296K->1472K(172032K)] 331983K->199934K(521728K), 0.0515085 secs] [Times: user=0.34 sys=0.03, real=0.05 secs] 
2017-11-18T17:26:45.773+0300: 10.297: [GC (Allocation Failure) [PSYoungGen: 170944K->1824K(172032K)] 369406K->201670K(521728K), 0.0260596 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:45.867+0300: 10.391: [GC (Allocation Failure) [PSYoungGen: 171296K->1856K(172032K)] 371142K->203430K(521728K), 0.0286565 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:45.964+0300: 10.489: [GC (Allocation Failure) [PSYoungGen: 171328K->1824K(172032K)] 372902K->205126K(521728K), 0.0286414 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:46.061+0300: 10.585: [GC (Allocation Failure) [PSYoungGen: 171296K->1856K(172032K)] 374598K->206894K(521728K), 0.0293173 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:46.160+0300: 10.685: [GC (Allocation Failure) [PSYoungGen: 171328K->1792K(172032K)] 376366K->208558K(521728K), 0.0278964 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:46.258+0300: 10.783: [GC (Allocation Failure) [PSYoungGen: 171264K->1824K(172032K)] 378030K->210318K(521728K), 0.0277856 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:46.360+0300: 10.885: [GC (Allocation Failure) [PSYoungGen: 171296K->1792K(172032K)] 379790K->212006K(521728K), 0.0284932 secs] [Times: user=0.20 sys=0.02, real=0.03 secs] 
2017-11-18T17:26:46.458+0300: 10.982: [GC (Allocation Failure) [PSYoungGen: 171264K->1856K(172032K)] 381478K->213790K(521728K), 0.0281554 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:46.557+0300: 11.082: [GC (Allocation Failure) [PSYoungGen: 171328K->1824K(172032K)] 383262K->215470K(521728K), 0.0286807 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:46.655+0300: 11.179: [GC (Allocation Failure) [PSYoungGen: 171296K->1824K(172032K)] 384942K->217198K(521728K), 0.0294127 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:46.753+0300: 11.278: [GC (Allocation Failure) [PSYoungGen: 171296K->1824K(172032K)] 386670K->218918K(521728K), 0.0283803 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:46.850+0300: 11.374: [GC (Allocation Failure) [PSYoungGen: 171296K->1856K(172544K)] 388390K->220678K(522240K), 0.0279272 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:46.947+0300: 11.471: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 391174K->222406K(522240K), 0.0276184 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:47.043+0300: 11.568: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 392902K->224150K(522240K), 0.0295708 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:47.141+0300: 11.666: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 394646K->225878K(522240K), 0.0298159 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:47.242+0300: 11.767: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 396374K->227614K(522240K), 0.0284663 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:47.343+0300: 11.867: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 398110K->229334K(522240K), 0.0299077 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:47.445+0300: 11.969: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 399830K->231062K(522240K), 0.0299319 secs] [Times: user=0.22 sys=0.03, real=0.03 secs] 
2017-11-18T17:26:47.544+0300: 12.068: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 401558K->232798K(522240K), 0.0303705 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:47.644+0300: 12.168: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 403294K->234534K(522240K), 0.0299783 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:47.744+0300: 12.268: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 405030K->236262K(522240K), 0.0307330 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:47.844+0300: 12.368: [GC (Allocation Failure) [PSYoungGen: 172352K->1888K(172544K)] 406758K->238030K(522240K), 0.0305449 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:47.943+0300: 12.468: [GC (Allocation Failure) [PSYoungGen: 172384K->1824K(172544K)] 408526K->239702K(522240K), 0.0294220 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:48.043+0300: 12.567: [GC (Allocation Failure) [PSYoungGen: 172320K->1792K(172544K)] 410198K->241414K(522240K), 0.0298362 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:48.142+0300: 12.666: [GC (Allocation Failure) [PSYoungGen: 172288K->1856K(172544K)] 411910K->243222K(522240K), 0.0288086 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:48.240+0300: 12.765: [GC (Allocation Failure) [PSYoungGen: 172352K->1792K(172544K)] 413718K->244894K(522240K), 0.0310644 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:48.345+0300: 12.869: [GC (Allocation Failure) [PSYoungGen: 172288K->1824K(172544K)] 415390K->246646K(522240K), 0.0313162 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:48.441+0300: 12.966: [GC (Allocation Failure) [PSYoungGen: 172320K->1312K(172544K)] 417142K->301945K(522240K), 0.0697053 secs] [Times: user=0.61 sys=0.01, real=0.07 secs] 
2017-11-18T17:26:48.581+0300: 13.105: [GC (Allocation Failure) [PSYoungGen: 171808K->1888K(172544K)] 472441K->303721K(522240K), 0.0294715 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:48.680+0300: 13.205: [GC (Allocation Failure) [PSYoungGen: 172384K->1856K(172544K)] 474217K->305433K(522240K), 0.0383797 secs] [Times: user=0.22 sys=0.00, real=0.04 secs] 
2017-11-18T17:26:48.788+0300: 13.313: [GC (Allocation Failure) [PSYoungGen: 172352K->1824K(172544K)] 475929K->307137K(522240K), 0.0362232 secs] [Times: user=0.34 sys=0.00, real=0.04 secs] 
2017-11-18T17:26:48.894+0300: 13.418: [GC (Allocation Failure) [PSYoungGen: 172320K->1856K(172544K)] 477633K->308905K(522240K), 0.0387462 secs] [Times: user=0.33 sys=0.02, real=0.04 secs] 
2017-11-18T17:26:49.002+0300: 13.526: [GC (Allocation Failure) [PSYoungGen: 172352K->1824K(172544K)] 479401K->310609K(522240K), 0.0397266 secs] [Times: user=0.34 sys=0.02, real=0.04 secs] 
2017-11-18T17:26:49.112+0300: 13.637: [GC (Allocation Failure) [PSYoungGen: 172320K->1824K(172544K)] 481105K->312345K(522240K), 0.0378192 secs] [Times: user=0.38 sys=0.00, real=0.04 secs] 
2017-11-18T17:26:49.220+0300: 13.745: [GC (Allocation Failure) [PSYoungGen: 172320K->1888K(172544K)] 482841K->314153K(522240K), 0.0387169 secs] [Times: user=0.36 sys=0.00, real=0.04 secs] 
2017-11-18T17:26:49.342+0300: 13.866: [GC (Allocation Failure) [PSYoungGen: 172384K->1888K(172544K)] 484649K->315889K(522240K), 0.0425149 secs] [Times: user=0.28 sys=0.00, real=0.04 secs] 
2017-11-18T17:26:49.460+0300: 13.984: [GC (Allocation Failure) [PSYoungGen: 172384K->1856K(172544K)] 486385K->317601K(522240K), 0.0384063 secs] [Times: user=0.34 sys=0.00, real=0.04 secs] 
2017-11-18T17:26:49.568+0300: 14.093: [GC (Allocation Failure) [PSYoungGen: 172352K->1824K(172544K)] 488097K->319305K(522240K), 0.0375128 secs] [Times: user=0.36 sys=0.00, real=0.04 secs] 
2017-11-18T17:26:49.676+0300: 14.200: [GC (Allocation Failure) [PSYoungGen: 172320K->1824K(172544K)] 489801K->321049K(522240K), 0.0403524 secs] [Times: user=0.38 sys=0.00, real=0.04 secs] 
2017-11-18T17:26:49.786+0300: 14.311: [GC (Allocation Failure) [PSYoungGen: 172320K->1824K(172544K)] 491545K->322793K(522240K), 0.0383021 secs] [Times: user=0.38 sys=0.00, real=0.04 secs] 
2017-11-18T17:26:49.895+0300: 14.419: [GC (Allocation Failure) [PSYoungGen: 172320K->1888K(172544K)] 493289K->324593K(522240K), 0.0387299 secs] [Times: user=0.34 sys=0.00, real=0.04 secs] 
